OrderID	OrderDate	CustomerID	CustomerName	ProductCategory	ProductName	Quantity	UnitPrice	TotalAmount	Region	SalesRep	PaymentMethod	ShippingCost	OrderStatus
2264	17-06-2023	C2009	Supply Chain Co	Office Supplies	Printer Cartridge	43	1200	51600	West	Amit Patel	Cash	378	Delivered
2265	17-06-2023	C2023	Mega Systems	Furniture	Bookshelf	24	15000	360000	West	Amit Patel	Cash	829	Processing
2266	17-06-2023	C2015	Office Plus	Furniture	Conference Table	43	45000	1935000	East	Priya Sharma	Cash	509	Delivered
2267	18-06-2023	C2003	Smart Systems	Office Supplies	Paper Ream A4	20	350	7000	North	Neha Singh	UPI	775	Delivered
2268	18-06-2023	C2008	Tech Bazaar	Electronics	USB Flash Drive 64GB	21	650	13650	South	Priya Sharma	Bank Transfer	582	Delivered
2269	18-06-2023	C2016	Corporate Supplies	Electronics	Power Bank 20000mAh	7	2200	15400	South	Amit Patel	Credit Card	526	Delivered
2270	18-06-2023	C2003	Smart Systems	Office Supplies	Whiteboard Markers	29	120	3480	South	Neha Singh	UPI	339	Delivered
2271	18-06-2023	C2003	Smart Systems	Furniture	Standing Desk	4	25000	100000	North	Neha Singh	Bank Transfer	263	Cancelled
2272	18-06-2023	C2004	Metro Enterprises	Electronics	Laptop Pro 15	38	45000	1710000	North	Priya Sharma	Credit Card	104	Shipped
2273	18-06-2023	C2022	Elite Traders	Electronics	Laptop Bag	12	1800	21600	North	Priya Sharma	UPI	286	Delivered
2274	19-06-2023	C2020	Business Hub	Electronics	Desktop Computer	25	35000	875000	South	Priya Sharma	Credit Card	797	Delivered
2275	19-06-2023	C2004	Metro Enterprises	Electronics	Tablet 10 inch	8	18000	144000	South	Neha Singh	Bank Transfer	810	Delivered
2276	19-06-2023	C2001	Tech Solutions	Office Supplies	Pen Set Premium	25	450	11250	North	Priya Sharma	UPI	692	Delivered
2277	19-06-2023	C2003	Smart Systems	Furniture	Conference Table	2	45000	90000	South	Priya Sharma	UPI	741	Delivered
2278	19-06-2023	C2003	Smart Systems	Office Supplies	Pen Set Premium	18	450	8100	West	Amit Patel	Bank Transfer	224	Delivered
2279	19-06-2023	C2007	Office Mart	Electronics	External SSD 1TB	7	8500	59500	South	Priya Sharma	Bank Transfer	531	Shipped
2280	19-06-2023	C2003	Smart Systems	Office Supplies	Wireless Mouse	11	800	8800	South	Neha Singh	UPI	435	Delivered
2281	19-06-2023	C2022	Elite Traders	Furniture	Ergonomic Chair	48	18000	864000	North	Neha Singh	Cash	810	Delivered
2282	20-06-2023	C2013	Enterprise Solutions	Furniture	Meeting Chair	13	5500	71500	West	Rajesh Kumar	Cash	437	Delivered
2283	20-06-2023	C2015	Office Plus	Electronics	Power Bank 20000mAh	1	2200	2200	East	Priya Sharma	Cash	422	Delivered
2284	20-06-2023	C2005	Digital Hub	Office Supplies	Notebook Set	2	320	640	East	Amit Patel	Cash	160	Cancelled
2285	20-06-2023	C2003	Smart Systems	Electronics	USB Flash Drive 64GB	38	650	24700	North	Priya Sharma	Cash	878	Delivered
2286	20-06-2023	C2004	Metro Enterprises	Electronics	Laptop Pro 15	33	45000	1485000	South	Rajesh Kumar	UPI	657	Shipped
2287	20-06-2023	C2022	Elite Traders	Office Supplies	Wireless Mouse	25	800	20000	East	Amit Patel	Bank Transfer	520	Delivered
2288	20-06-2023	C2002	Global Traders	Furniture	Office Partition	9	12000	108000	West	Priya Sharma	Bank Transfer	865	Delivered
2289	21-06-2023	C2002	Global Traders	Furniture	Standing Desk	12	25000	300000	West	Priya Sharma	Bank Transfer	339	Cancelled
2290	21-06-2023	C2002	Global Traders	Office Supplies	Calculator Scientific	10	1500	15000	North	Priya Sharma	Credit Card	727	Shipped
2291	21-06-2023	C2000	ABC Corp	Office Supplies	Whiteboard Markers	10	120	1200	West	Amit Patel	Bank Transfer	741	Delivered
2292	21-06-2023	C2020	Business Hub	Office Supplies	Paper Ream A4	34	350	11900	West	Neha Singh	Bank Transfer	398	Delivered
2293	21-06-2023	C2014	Tech World	Office Supplies	Calculator Scientific	41	1500	61500	East	Neha Singh	Bank Transfer	585	Delivered
2294	21-06-2023	C2014	Tech World	Furniture	Meeting Chair	25	5500	137500	East	Rajesh Kumar	UPI	752	Delivered
2295	21-06-2023	C2019	Tech Mart	Furniture	Filing Cabinet	31	8500	263500	West	Amit Patel	Credit Card	642	Delivered
2296	21-06-2023	C2011	Data Systems	Furniture	Computer Desk	43	9500	408500	East	Neha Singh	Credit Card	803	Delivered
2297	22-06-2023	C2002	Global Traders	Office Supplies	Calculator Scientific	40	1500	60000	East	Priya Sharma	Cash	425	Delivered
2298	22-06-2023	C2006	Innovative Tech	Electronics	Power Bank 20000mAh	10	2200	22000	South	Rajesh Kumar	Credit Card	702	Delivered
2299	22-06-2023	C2002	Global Traders	Furniture	Meeting Chair	18	5500	99000	North	Neha Singh	UPI	650	Cancelled
2300	22-06-2023	C2000	ABC Corp	Office Supplies	Whiteboard Markers	2	120	240	South	Neha Singh	Bank Transfer	115	Shipped
2301	22-06-2023	C2014	Tech World	Furniture	Conference Table	24	45000	1080000	East	Amit Patel	Cash	348	Delivered
2302	22-06-2023	C2002	Global Traders	Office Supplies	Pen Set Premium	5	450	2250	East	Rajesh Kumar	Bank Transfer	280	Delivered
2303	22-06-2023	C2002	Global Traders	Furniture	Office Partition	3	12000	36000	North	Amit Patel	Cash	455	Cancelled
2304	23-06-2023	C2006	Innovative Tech	Furniture	Standing Desk	40	25000	1000000	South	Neha Singh	UPI	475	Processing
2305	23-06-2023	C2023	Mega Systems	Office Supplies	Notebook Set	27	320	8640	South	Rajesh Kumar	Bank Transfer	453	Delivered
2306	23-06-2023	C2014	Tech World	Furniture	Filing Cabinet	16	8500	136000	South	Neha Singh	Cash	340	Delivered
2307	23-06-2023	C2009	Supply Chain Co	Office Supplies	Pen Set Premium	47	450	21150	South	Priya Sharma	Credit Card	459	Cancelled
2308	23-06-2023	C2006	Innovative Tech	Furniture	Executive Chair	33	12000	396000	West	Neha Singh	Cash	838	Delivered
2309	23-06-2023	C2007	Office Mart	Electronics	Wireless Keyboard	7	1500	10500	South	Priya Sharma	Bank Transfer	710	Delivered
2310	23-06-2023	C2018	Office Depot	Furniture	Computer Desk	2	9500	19000	South	Amit Patel	Cash	613	Delivered
2311	23-06-2023	C2000	ABC Corp	Office Supplies	Stapler Heavy Duty	20	450	9000	North	Rajesh Kumar	Credit Card	294	Delivered
2312	24-06-2023	C2023	Mega Systems	Furniture	Executive Chair	19	12000	228000	North	Rajesh Kumar	Credit Card	649	Delivered
2313	24-06-2023	C2021	Prime Solutions	Furniture	Standing Desk	33	25000	825000	East	Neha Singh	Cash	709	Shipped
2314	24-06-2023	C2009	Supply Chain Co	Furniture	Computer Desk	29	9500	275500	North	Amit Patel	Cash	776	Shipped
2315	24-06-2023	C2005	Digital Hub	Electronics	Webcam HD	42	3500	147000	South	Rajesh Kumar	Cash	542	Processing
2316	24-06-2023	C2000	ABC Corp	Furniture	Conference Table	31	45000	1395000	East	Rajesh Kumar	Bank Transfer	467	Delivered
2317	24-06-2023	C2001	Tech Solutions	Furniture	Office Partition	3	12000	36000	East	Priya Sharma	UPI	385	Delivered
2318	24-06-2023	C2007	Office Mart	Furniture	Ergonomic Chair	16	18000	288000	East	Neha Singh	Credit Card	374	Delivered
2319	25-06-2023	C2005	Digital Hub	Furniture	Meeting Chair	21	5500	115500	East	Rajesh Kumar	Credit Card	722	Shipped
2320	25-06-2023	C2009	Supply Chain Co	Office Supplies	File Folders Set	40	280	11200	South	Neha Singh	Credit Card	574	Cancelled
2321	25-06-2023	C2004	Metro Enterprises	Office Supplies	Calculator Scientific	4	1500	6000	East	Amit Patel	Bank Transfer	722	Cancelled
2322	25-06-2023	C2009	Supply Chain Co	Electronics	Webcam HD	49	3500	171500	South	Rajesh Kumar	Cash	882	Shipped
2323	25-06-2023	C2013	Enterprise Solutions	Furniture	Computer Desk	49	9500	465500	West	Priya Sharma	UPI	240	Shipped
2324	25-06-2023	C2004	Metro Enterprises	Furniture	Ergonomic Chair	17	18000	306000	North	Rajesh Kumar	UPI	533	Cancelled
2325	25-06-2023	C2018	Office Depot	Electronics	Laptop Pro 15	43	45000	1935000	West	Priya Sharma	UPI	394	Cancelled
2326	25-06-2023	C2003	Smart Systems	Furniture	Meeting Chair	18	5500	99000	West	Priya Sharma	UPI	517	Delivered
2327	26-06-2023	C2010	Modern Office	Electronics	Monitor 27 inch	34	22000	748000	South	Amit Patel	Credit Card	462	Delivered
2328	26-06-2023	C2015	Office Plus	Electronics	Headphones Wireless	24	4500	108000	South	Rajesh Kumar	UPI	328	Processing
2329	26-06-2023	C2011	Data Systems	Office Supplies	File Folders Set	31	280	8680	East	Amit Patel	Cash	653	Delivered
2330	26-06-2023	C2005	Digital Hub	Office Supplies	Stapler Heavy Duty	3	450	1350	West	Amit Patel	UPI	110	Delivered
2331	26-06-2023	C2022	Elite Traders	Furniture	Executive Chair	22	12000	264000	South	Priya Sharma	Cash	694	Delivered
2332	26-06-2023	C2021	Prime Solutions	Office Supplies	Printer Cartridge	8	1200	9600	North	Amit Patel	Bank Transfer	706	Delivered
2333	26-06-2023	C2024	Pro Enterprises	Electronics	Graphics Card	4	55000	220000	North	Priya Sharma	Cash	125	Cancelled
2334	26-06-2023	C2007	Office Mart	Office Supplies	Paper Ream A4	6	350	2100	South	Rajesh Kumar	Credit Card	344	Processing
2335	27-06-2023	C2020	Business Hub	Office Supplies	File Folders Set	37	280	10360	West	Rajesh Kumar	Bank Transfer	585	Delivered
2336	27-06-2023	C2012	Quick Shop	Furniture	Executive Chair	28	12000	336000	North	Amit Patel	Credit Card	594	Cancelled
2337	27-06-2023	C2004	Metro Enterprises	Office Supplies	Stapler Heavy Duty	22	450	9900	South	Rajesh Kumar	Credit Card	315	Shipped
2338	27-06-2023	C2023	Mega Systems	Office Supplies	Calculator Scientific	47	1500	70500	East	Rajesh Kumar	Credit Card	781	Delivered
2339	27-06-2023	C2000	ABC Corp	Office Supplies	Printer Cartridge	47	1200	56400	East	Priya Sharma	Bank Transfer	393	Delivered
2340	27-06-2023	C2014	Tech World	Furniture	Bookshelf	6	15000	90000	North	Neha Singh	Bank Transfer	162	Cancelled
2341	27-06-2023	C2007	Office Mart	Office Supplies	Wireless Mouse	28	800	22400	South	Neha Singh	Bank Transfer	328	Delivered
2342	28-06-2023	C2014	Tech World	Office Supplies	Stapler Heavy Duty	49	450	22050	East	Neha Singh	Cash	737	Delivered
2343	28-06-2023	C2011	Data Systems	Office Supplies	File Folders Set	40	280	11200	North	Neha Singh	Credit Card	591	Shipped
2344	28-06-2023	C2014	Tech World	Furniture	Ergonomic Chair	19	18000	342000	South	Priya Sharma	UPI	450	Delivered
2345	28-06-2023	C2004	Metro Enterprises	Furniture	Executive Chair	47	12000	564000	North	Rajesh Kumar	UPI	584	Cancelled
2346	28-06-2023	C2013	Enterprise Solutions	Office Supplies	Calculator Scientific	29	1500	43500	West	Amit Patel	Bank Transfer	449	Delivered
2347	28-06-2023	C2019	Tech Mart	Electronics	Monitor 27 inch	13	22000	286000	South	Amit Patel	UPI	181	Delivered
2348	28-06-2023	C2002	Global Traders	Electronics	Bluetooth Speaker	11	3800	41800	East	Amit Patel	Cash	274	Delivered
2349	29-06-2023	C2002	Global Traders	Electronics	Tablet 10 inch	50	18000	900000	West	Amit Patel	Bank Transfer	480	Processing
2350	29-06-2023	C2015	Office Plus	Electronics	Webcam HD	45	3500	157500	North	Priya Sharma	UPI	600	Processing
2351	29-06-2023	C2018	Office Depot	Office Supplies	Wireless Mouse	14	800	11200	East	Amit Patel	Bank Transfer	228	Delivered
2352	29-06-2023	C2022	Elite Traders	Electronics	Docking Station	49	8500	416500	South	Amit Patel	Bank Transfer	644	Processing
2353	29-06-2023	C2001	Tech Solutions	Furniture	Ergonomic Chair	48	18000	864000	West	Rajesh Kumar	UPI	892	Delivered
2354	29-06-2023	C2020	Business Hub	Furniture	Conference Table	22	45000	990000	East	Neha Singh	UPI	761	Cancelled
2355	29-06-2023	C2021	Prime Solutions	Office Supplies	Calculator Scientific	29	1500	43500	West	Amit Patel	Bank Transfer	604	Delivered
2356	29-06-2023	C2017	Digital Store	Office Supplies	Desk Organizer	13	850	11050	North	Rajesh Kumar	Credit Card	298	Cancelled
2357	30-06-2023	C2004	Metro Enterprises	Office Supplies	Notebook Set	29	320	9280	South	Rajesh Kumar	Credit Card	816	Delivered
2358	30-06-2023	C2007	Office Mart	Office Supplies	Printer Cartridge	40	1200	48000	South	Rajesh Kumar	Bank Transfer	701	Cancelled
2359	30-06-2023	C2015	Office Plus	Furniture	Bookshelf	3	15000	45000	North	Rajesh Kumar	Cash	621	Delivered
2360	30-06-2023	C2016	Corporate Supplies	Electronics	Docking Station	7	8500	59500	North	Neha Singh	Credit Card	805	Cancelled
2361	30-06-2023	C2002	Global Traders	Furniture	Ergonomic Chair	17	18000	306000	East	Rajesh Kumar	Cash	840	Delivered
2362	30-06-2023	C2001	Tech Solutions	Electronics	Monitor 27 inch	15	22000	330000	South	Amit Patel	Credit Card	420	Delivered
2363	30-06-2023	C2000	ABC Corp	Electronics	Wireless Keyboard	35	1500	52500	West	Rajesh Kumar	UPI	619	Shipped
2364	01-07-2023	C2004	Metro Enterprises	Office Supplies	Calculator Scientific	20	1500	30000	South	Amit Patel	Cash	418	Delivered
2365	01-07-2023	C2018	Office Depot	Furniture	Office Partition	46	12000	552000	West	Priya Sharma	Bank Transfer	164	Delivered
2366	01-07-2023	C2023	Mega Systems	Office Supplies	Wireless Mouse	21	800	16800	East	Neha Singh	Bank Transfer	582	Delivered
2367	01-07-2023	C2016	Corporate Supplies	Electronics	Monitor 27 inch	46	22000	1012000	West	Neha Singh	Bank Transfer	885	Shipped
2368	01-07-2023	C2001	Tech Solutions	Office Supplies	File Folders Set	7	280	1960	East	Priya Sharma	Bank Transfer	249	Delivered
2369	01-07-2023	C2010	Modern Office	Office Supplies	Stapler Heavy Duty	44	450	19800	West	Neha Singh	Cash	324	Shipped
2370	01-07-2023	C2022	Elite Traders	Electronics	Desktop Computer	38	35000	1330000	East	Neha Singh	Credit Card	450	Shipped
2371	01-07-2023	C2010	Modern Office	Electronics	Power Bank 20000mAh	5	2200	11000	West	Rajesh Kumar	Cash	650	Delivered
2372	01-07-2023	C2005	Digital Hub	Furniture	Bookshelf	44	15000	660000	West	Neha Singh	Cash	425	Shipped
2373	02-07-2023	C2000	ABC Corp	Electronics	Laptop Pro 15	8	45000	360000	North	Priya Sharma	Bank Transfer	145	Delivered
2374	02-07-2023	C2023	Mega Systems	Electronics	Desktop Computer	14	35000	490000	South	Neha Singh	Credit Card	340	Delivered
2375	02-07-2023	C2006	Innovative Tech	Office Supplies	Stapler Heavy Duty	6	450	2700	North	Rajesh Kumar	Credit Card	481	Cancelled
2376	02-07-2023	C2020	Business Hub	Office Supplies	Calculator Scientific	24	1500	36000	East	Rajesh Kumar	Bank Transfer	425	Processing
2377	02-07-2023	C2005	Digital Hub	Furniture	Executive Chair	13	12000	156000	West	Neha Singh	Credit Card	484	Delivered
2378	02-07-2023	C2002	Global Traders	Office Supplies	Desk Organizer	41	850	34850	West	Priya Sharma	Cash	357	Delivered
2379	02-07-2023	C2007	Office Mart	Office Supplies	Paper Ream A4	43	350	15050	South	Neha Singh	UPI	224	Cancelled
2380	03-07-2023	C2021	Prime Solutions	Furniture	Bookshelf	15	15000	225000	East	Rajesh Kumar	Bank Transfer	681	Delivered
2381	03-07-2023	C2006	Innovative Tech	Furniture	Meeting Chair	12	5500	66000	West	Neha Singh	UPI	699	Delivered
2382	03-07-2023	C2016	Corporate Supplies	Office Supplies	Calculator Scientific	17	1500	25500	West	Neha Singh	UPI	303	Delivered
2383	03-07-2023	C2006	Innovative Tech	Office Supplies	Desk Organizer	43	850	36550	South	Rajesh Kumar	Bank Transfer	538	Delivered
2384	03-07-2023	C2001	Tech Solutions	Office Supplies	Wireless Mouse	27	800	21600	North	Priya Sharma	Credit Card	271	Shipped
2385	03-07-2023	C2024	Pro Enterprises	Furniture	Executive Chair	18	12000	216000	West	Neha Singh	Credit Card	510	Delivered
2386	03-07-2023	C2015	Office Plus	Electronics	Laptop Bag	35	1800	63000	West	Neha Singh	Cash	459	Delivered
2387	04-07-2023	C2012	Quick Shop	Furniture	Filing Cabinet	11	8500	93500	North	Rajesh Kumar	Credit Card	211	Delivered
2388	04-07-2023	C2013	Enterprise Solutions	Furniture	Meeting Chair	34	5500	187000	West	Neha Singh	UPI	338	Processing
2389	04-07-2023	C2004	Metro Enterprises	Electronics	Tablet 10 inch	48	18000	864000	South	Amit Patel	UPI	481	Processing
2390	04-07-2023	C2009	Supply Chain Co	Office Supplies	Calculator Scientific	44	1500	66000	East	Neha Singh	Cash	467	Delivered
2391	04-07-2023	C2015	Office Plus	Office Supplies	Whiteboard Markers	21	120	2520	East	Priya Sharma	Credit Card	713	Delivered
2392	04-07-2023	C2016	Corporate Supplies	Office Supplies	Printer Cartridge	44	1200	52800	West	Amit Patel	Bank Transfer	797	Shipped
2393	04-07-2023	C2017	Digital Store	Electronics	Docking Station	39	8500	331500	South	Rajesh Kumar	Cash	316	Shipped
2394	04-07-2023	C2019	Tech Mart	Furniture	Ergonomic Chair	20	18000	360000	West	Priya Sharma	Bank Transfer	540	Processing
2395	05-07-2023	C2009	Supply Chain Co	Office Supplies	Printer Cartridge	7	1200	8400	East	Amit Patel	Bank Transfer	823	Delivered
2396	05-07-2023	C2007	Office Mart	Electronics	Laptop Bag	9	1800	16200	East	Amit Patel	Credit Card	579	Delivered
2397	05-07-2023	C2003	Smart Systems	Office Supplies	Calculator Scientific	35	1500	52500	South	Rajesh Kumar	UPI	228	Delivered
2398	05-07-2023	C2017	Digital Store	Office Supplies	Paper Ream A4	5	350	1750	West	Neha Singh	UPI	711	Delivered
2399	05-07-2023	C2013	Enterprise Solutions	Furniture	Executive Chair	13	12000	156000	West	Rajesh Kumar	Cash	707	Delivered
2400	05-07-2023	C2001	Tech Solutions	Furniture	Conference Table	21	45000	945000	East	Amit Patel	Bank Transfer	843	Processing
2401	05-07-2023	C2023	Mega Systems	Office Supplies	Stapler Heavy Duty	16	450	7200	North	Priya Sharma	Credit Card	152	Delivered
2402	06-07-2023	C2024	Pro Enterprises	Office Supplies	File Folders Set	35	280	9800	South	Priya Sharma	Credit Card	669	Processing
2403	06-07-2023	C2013	Enterprise Solutions	Furniture	Ergonomic Chair	43	18000	774000	South	Amit Patel	Cash	729	Cancelled
2404	06-07-2023	C2007	Office Mart	Furniture	Bookshelf	11	15000	165000	North	Neha Singh	UPI	865	Cancelled
2405	06-07-2023	C2008	Tech Bazaar	Electronics	Power Bank 20000mAh	18	2200	39600	East	Amit Patel	Cash	201	Delivered
2406	06-07-2023	C2010	Modern Office	Electronics	Graphics Card	2	55000	110000	West	Neha Singh	Cash	798	Shipped
2407	06-07-2023	C2018	Office Depot	Office Supplies	Calculator Scientific	47	1500	70500	South	Amit Patel	UPI	419	Shipped
2408	06-07-2023	C2022	Elite Traders	Office Supplies	File Folders Set	48	280	13440	North	Amit Patel	UPI	126	Delivered
2409	07-07-2023	C2020	Business Hub	Electronics	Webcam HD	39	3500	136500	North	Amit Patel	Cash	113	Shipped
2410	07-07-2023	C2001	Tech Solutions	Office Supplies	Whiteboard Markers	36	120	4320	West	Rajesh Kumar	UPI	866	Processing
2411	07-07-2023	C2024	Pro Enterprises	Electronics	Desktop Computer	2	35000	70000	South	Amit Patel	Cash	217	Processing
2412	07-07-2023	C2005	Digital Hub	Office Supplies	Printer Cartridge	6	1200	7200	South	Priya Sharma	Cash	577	Shipped
2413	07-07-2023	C2024	Pro Enterprises	Office Supplies	Stapler Heavy Duty	13	450	5850	North	Neha Singh	UPI	801	Processing
2414	07-07-2023	C2010	Modern Office	Electronics	Docking Station	45	8500	382500	South	Amit Patel	Cash	569	Processing
2415	07-07-2023	C2018	Office Depot	Office Supplies	Whiteboard Markers	1	120	120	West	Priya Sharma	Credit Card	708	Delivered
2416	07-07-2023	C2000	ABC Corp	Office Supplies	Notebook Set	35	320	11200	South	Priya Sharma	Bank Transfer	346	Delivered
2417	07-07-2023	C2009	Supply Chain Co	Electronics	Desktop Computer	21	35000	735000	North	Rajesh Kumar	UPI	410	Delivered
2418	08-07-2023	C2023	Mega Systems	Electronics	Bluetooth Speaker	33	3800	125400	East	Amit Patel	Credit Card	426	Delivered
2419	08-07-2023	C2018	Office Depot	Electronics	Headphones Wireless	23	4500	103500	East	Amit Patel	Cash	242	Delivered
2420	08-07-2023	C2014	Tech World	Electronics	Smart Watch	38	12000	456000	East	Neha Singh	Bank Transfer	662	Delivered
2421	08-07-2023	C2014	Tech World	Furniture	Computer Desk	16	9500	152000	South	Neha Singh	UPI	773	Delivered
2422	08-07-2023	C2017	Digital Store	Furniture	Executive Chair	38	12000	456000	West	Priya Sharma	Credit Card	878	Delivered
2423	08-07-2023	C2019	Tech Mart	Electronics	Headphones Wireless	36	4500	162000	North	Amit Patel	Cash	489	Cancelled
2424	08-07-2023	C2018	Office Depot	Furniture	Standing Desk	21	25000	525000	West	Priya Sharma	Cash	418	Delivered
2425	09-07-2023	C2004	Metro Enterprises	Electronics	Monitor 27 inch	17	22000	374000	East	Neha Singh	UPI	373	Delivered
2426	09-07-2023	C2018	Office Depot	Office Supplies	Desk Organizer	50	850	42500	East	Priya Sharma	Cash	602	Delivered
2427	09-07-2023	C2010	Modern Office	Furniture	Ergonomic Chair	24	18000	432000	North	Priya Sharma	Credit Card	331	Delivered
2428	09-07-2023	C2013	Enterprise Solutions	Furniture	Filing Cabinet	15	8500	127500	West	Amit Patel	Cash	848	Shipped
2429	09-07-2023	C2013	Enterprise Solutions	Electronics	Power Bank 20000mAh	26	2200	57200	East	Neha Singh	UPI	795	Delivered
2430	09-07-2023	C2015	Office Plus	Electronics	Docking Station	43	8500	365500	East	Rajesh Kumar	Credit Card	596	Delivered
2431	09-07-2023	C2007	Office Mart	Electronics	Bluetooth Speaker	8	3800	30400	West	Neha Singh	Credit Card	268	Delivered
2432	09-07-2023	C2023	Mega Systems	Furniture	Bookshelf	39	15000	585000	West	Amit Patel	Cash	694	Processing
2433	10-07-2023	C2021	Prime Solutions	Furniture	Meeting Chair	8	5500	44000	East	Amit Patel	Credit Card	613	Cancelled
2434	10-07-2023	C2015	Office Plus	Electronics	Laptop Bag	40	1800	72000	East	Amit Patel	UPI	889	Cancelled
2435	10-07-2023	C2004	Metro Enterprises	Electronics	Tablet 10 inch	40	18000	720000	North	Rajesh Kumar	Bank Transfer	612	Delivered
2436	10-07-2023	C2004	Metro Enterprises	Furniture	Ergonomic Chair	29	18000	522000	West	Rajesh Kumar	Credit Card	155	Processing
2437	10-07-2023	C2011	Data Systems	Office Supplies	Calculator Scientific	1	1500	1500	South	Amit Patel	Cash	449	Delivered
2438	10-07-2023	C2010	Modern Office	Furniture	Filing Cabinet	15	8500	127500	East	Amit Patel	Credit Card	680	Processing
2439	10-07-2023	C2016	Corporate Supplies	Furniture	Computer Desk	35	9500	332500	South	Priya Sharma	UPI	273	Shipped
2440	11-07-2023	C2001	Tech Solutions	Electronics	Headphones Wireless	38	4500	171000	North	Rajesh Kumar	UPI	359	Delivered
2441	11-07-2023	C2018	Office Depot	Office Supplies	Printer Cartridge	26	1200	31200	East	Neha Singh	Credit Card	679	Processing
2442	11-07-2023	C2000	ABC Corp	Office Supplies	Notebook Set	50	320	16000	South	Amit Patel	Cash	464	Cancelled
2443	11-07-2023	C2008	Tech Bazaar	Office Supplies	Printer Cartridge	21	1200	25200	North	Priya Sharma	UPI	328	Shipped
2444	11-07-2023	C2001	Tech Solutions	Office Supplies	Notebook Set	16	320	5120	West	Priya Sharma	UPI	263	Delivered
2445	11-07-2023	C2013	Enterprise Solutions	Furniture	Office Partition	9	12000	108000	South	Amit Patel	UPI	389	Delivered
2446	11-07-2023	C2004	Metro Enterprises	Furniture	Ergonomic Chair	38	18000	684000	South	Neha Singh	Cash	790	Shipped
2447	11-07-2023	C2011	Data Systems	Electronics	Webcam HD	17	3500	59500	South	Neha Singh	Cash	654	Processing
2448	12-07-2023	C2000	ABC Corp	Office Supplies	Notebook Set	29	320	9280	North	Priya Sharma	Bank Transfer	361	Delivered
2449	12-07-2023	C2008	Tech Bazaar	Electronics	External SSD 1TB	36	8500	306000	South	Priya Sharma	Credit Card	340	Processing
2450	12-07-2023	C2014	Tech World	Office Supplies	Calculator Scientific	24	1500	36000	South	Amit Patel	Bank Transfer	274	Delivered
2451	12-07-2023	C2018	Office Depot	Furniture	Computer Desk	24	9500	228000	South	Priya Sharma	Cash	739	Delivered
2452	12-07-2023	C2021	Prime Solutions	Office Supplies	Stapler Heavy Duty	43	450	19350	North	Rajesh Kumar	Credit Card	530	Cancelled
2453	12-07-2023	C2002	Global Traders	Office Supplies	Wireless Mouse	27	800	21600	South	Amit Patel	UPI	249	Shipped
2454	12-07-2023	C2023	Mega Systems	Electronics	Docking Station	40	8500	340000	North	Neha Singh	Cash	271	Delivered
2455	13-07-2023	C2015	Office Plus	Office Supplies	Stapler Heavy Duty	4	450	1800	North	Priya Sharma	UPI	843	Delivered
2456	13-07-2023	C2004	Metro Enterprises	Office Supplies	Pen Set Premium	24	450	10800	West	Priya Sharma	UPI	541	Cancelled
2457	13-07-2023	C2023	Mega Systems	Office Supplies	Paper Ream A4	26	350	9100	North	Priya Sharma	Cash	517	Delivered
2458	13-07-2023	C2013	Enterprise Solutions	Electronics	Smart Watch	49	12000	588000	South	Rajesh Kumar	UPI	616	Cancelled
2459	13-07-2023	C2020	Business Hub	Electronics	Headphones Wireless	32	4500	144000	North	Rajesh Kumar	UPI	893	Cancelled
2460	13-07-2023	C2017	Digital Store	Office Supplies	File Folders Set	35	280	9800	West	Rajesh Kumar	UPI	385	Cancelled
2461	13-07-2023	C2009	Supply Chain Co	Electronics	USB Flash Drive 64GB	12	650	7800	North	Amit Patel	Bank Transfer	146	Shipped
2462	14-07-2023	C2011	Data Systems	Electronics	Docking Station	44	8500	374000	West	Priya Sharma	Credit Card	507	Delivered
2463	14-07-2023	C2009	Supply Chain Co	Office Supplies	Stapler Heavy Duty	38	450	17100	South	Amit Patel	Credit Card	867	Delivered
2464	14-07-2023	C2010	Modern Office	Furniture	Computer Desk	29	9500	275500	West	Priya Sharma	Bank Transfer	164	Processing
2465	14-07-2023	C2024	Pro Enterprises	Office Supplies	Pen Set Premium	19	450	8550	East	Priya Sharma	UPI	527	Delivered
2466	14-07-2023	C2011	Data Systems	Furniture	Executive Chair	44	12000	528000	East	Priya Sharma	UPI	404	Delivered
2467	14-07-2023	C2023	Mega Systems	Electronics	Headphones Wireless	39	4500	175500	South	Priya Sharma	Cash	599	Delivered
2468	14-07-2023	C2021	Prime Solutions	Office Supplies	Whiteboard Markers	50	120	6000	West	Rajesh Kumar	Cash	286	Processing
2469	14-07-2023	C2003	Smart Systems	Furniture	Bookshelf	45	15000	675000	South	Amit Patel	UPI	654	Cancelled
2470	15-07-2023	C2014	Tech World	Office Supplies	Calculator Scientific	45	1500	67500	West	Priya Sharma	Bank Transfer	844	Cancelled
2471	15-07-2023	C2020	Business Hub	Electronics	Laptop Pro 15	3	45000	135000	North	Priya Sharma	Credit Card	872	Delivered
2472	15-07-2023	C2013	Enterprise Solutions	Electronics	Laptop Pro 15	50	45000	2250000	South	Neha Singh	Bank Transfer	691	Delivered
2473	15-07-2023	C2002	Global Traders	Office Supplies	Printer Cartridge	21	1200	25200	South	Amit Patel	Credit Card	548	Delivered
2474	15-07-2023	C2022	Elite Traders	Office Supplies	Pen Set Premium	27	450	12150	East	Priya Sharma	Cash	572	Processing
